Bike number,Bike serviceable,Station number,Station name,Station capacity
W20585,t,31096,S Walter Reed Dr & 8th St S,14
W20586,t,31612,D St & Maryland Ave NE,28
W20588,t,31215,Georgetown Harbor / 30th St NW,19
W20589,t,31097,Saint Asaph & Madison St,21
W20591,t,31616,3rd & H St NE,28
W20592,t,32215,Reston Station,16
W20593,t,31237,25th St & Pennsylvania Ave NW,18
W20594,t,31510,18th St & Rhode Island Ave NE,7
W20596,t,31071,Long Bridge Park/Long Bridge Dr & 6th St S,12
W20597,t,31513,Rhode Island Ave & V St NE,6
W20598,f,,,
W20599,f,,,
W20602,t,31040,Fairfax Dr & Kenmore St,6
W20603,f,,,
W20605,t,31903,Royal & Wilkes St,17
W20606,t,31918,Madison & Fairfax St,15
W20607,t,31914,Lee Center,16
W20608,t,31620,5th & F St NW,19
W20609,t,31628,1st & K St SE,23
W20610,f,,,
W20612,t,31635,Potomac Ave & 8th St SE,9
W20613,t,31016,Clarendon Blvd & Pierce St,17
W20614,t,32010,Philadelphia & Maple Ave,28
W20615,t,31111,10th & U St NW,17
W20616,t,31245,7th & R St NW / Shaw Library,26
W20618,t,31313,Connecticut Ave & Tilden St NW,8
W20619,t,31621,4th & D St NW / Judiciary Square,16
W20620,t,31073,Washington Blvd & Walter Reed Dr ,10
W20621,t,31268,12th & U St NW,36
W20622,f,,,
W20623,t,31805,Pennsylvania & Minnesota Ave SE,8
W20624,t,31505,Eckington Pl & Q St NE,16
W20625,t,31608,8th & Eye St SE / Barracks Row,14
W20626,t,31902,Wilson Blvd & N Illinois St ,17
W20627,t,31905,Kennebec St & 11th St N,16
W20628,f,,,
W20629,t,31518,New York Ave & Hecht Ave NE,24
W20630,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W20631,t,31625,3rd & G St SE,27
W20633,t,31094,Lee Hwy & N Kirkwood Rd,23
W20634,t,31710,Nannie Helen Burroughs Ave & 49th St NE,13
W20635,t,31228,8th & H St NW,24
W20637,t,31908,Radford & Osage St,12
W20638,t,31120,10th & Florida Ave NW,21
W20639,t,32009,Frederick Ave & Horners Ln,12
W20640,f,,,
W20641,t,31088,Mount Vernon Ave & Kennedy St,10
W20642,t,32026,Carroll & Ethan Allen Ave,17
W20643,t,31116,California St & Florida Ave NW,21
W20644,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W20645,t,32027,Battery Ln & Trolley Trail,15
W20646,t,32002,Bethesda Ave & Arlington Rd,22
W20647,t,31639,2nd & G St NE,36
W20648,t,31910,Potomac Ave & Main Line Blvd,10
W20649,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W20650,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W20651,t,31626,15th St & Massachusetts Ave SE,23
W20652,t,31306,39th & Calvert St NW / Stoddert,15
W20653,t,31300,Van Ness Metro / UDC,9
W20655,t,31114,18th St & Wyoming Ave NW,17
W20656,t,31035,N Quincy St & Glebe Rd,13
W20657,t,31514,Hamlin & 7th St NE,13
W20658,t,31641,2nd St & Massachusetts Ave NE,33
W20659,t,32004,Fallsgrove Blvd & Fallsgrove Dr,13
W20660,t,32050,Spring St & Second Ave,10
W20662,t,31065,N Pershing Dr & Wayne St,7
W20663,t,31208,M St & New Jersey Ave SE,15
W20664,t,31088,Mount Vernon Ave & Kennedy St,10
W20665,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W20667,t,31254,15th & K St NW,13
W20668,t,31013,23rd & Eads St,17
W20669,t,31623,Columbus Circle / Union Station,51
W20670,t,31280,11th & S St NW,35
W20671,t,31062,S George Mason Dr & 13th St S,9
W20672,t,31006,S Joyce & Army Navy Dr,22
W20673,t,31118,3rd & Elm St NW,20
W20674,t,31243,Maryland & Independence Ave SW,15
W20675,t,31253,19th & K St NW,3
W20676,t,31605,3rd & D St SE,15
W20677,t,31905,Kennebec St & 11th St N,16
W20678,t,31643,1st & D St SE,17
W20679,t,31286,11th & O St NW,19
W20680,t,31032,Washington Blvd & 7th St N,8
W20681,t,31918,Madison & Fairfax St,15
W20682,t,31645,6th & K St NE,23
W20683,f,,,
W20684,t,31016,Clarendon Blvd & Pierce St,17
W20685,t,31231,14th & D St NW / Ronald Reagan Building,11
W20686,t,31615,6th & H St NE,35
W20687,t,31293,31st & Water St NW,15
W20688,t,31623,Columbus Circle / Union Station,51
W20689,f,,,
W20691,t,31802,Good Hope Rd & MLK Ave SE,4
W20692,t,31208,M St & New Jersey Ave SE,15
W20693,t,32043,Veterans Pl & Pershing Dr ,12
W20694,t,31907,Franklin & S Washington St,21
W20695,t,32010,Philadelphia & Maple Ave,28
W20696,t,31639,2nd & G St NE,36
W20697,t,31036,George Mason Dr & Wilson Blvd,15
W20698,t,31638,1st & H St NW,18
W20699,t,31400,Georgia & New Hampshire Ave NW,18
W20700,t,31120,10th & Florida Ave NW,21
W20701,t,31605,3rd & D St SE,15
W20702,t,31044,King St & Patrick St,9
W20703,t,31120,10th & Florida Ave NW,21
W20704,t,32008,Cordell & Norfolk Ave,10
W20705,t,31108,4th & M St SW,28
W20706,t,31627,M St & Delaware Ave NE,21
W20707,f,,,
W20708,t,31057,S Four Mile Run Dr & S Shirlington Rd,9
W20709,t,31268,12th & U St NW,36
W20710,t,31712,Oklahoma Ave & D St NE,27
W20711,t,31406,14th & Upshur St NW,7
W20713,t,31014,Lynn & 19th St North,28
W20714,t,31506,1st & Rhode Island Ave NW,18
W20715,t,31108,4th & M St SW,28
W20716,t,31628,1st & K St SE,23
W20717,t,31611,13th & H St NE,29
W20718,t,32046,River Rd & Landy Ln,19
W20719,f,,,
W20720,t,31201,15th & P St NW,16
W20722,t,31623,Columbus Circle / Union Station,51
W20724,t,31611,13th & H St NE,29
W20725,f,,,
W20726,t,31514,Hamlin & 7th St NE,13
W20727,t,31624,North Capitol St & F St NW,24
W20728,t,32063,Amherst Ave & Elkins St,12
W20729,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W20730,t,31008,12th & Army Navy Dr,13
W20731,t,31603,1st & M St NE,17
W20732,t,31919,Carlin Springs Rd & N Thomas St,5
W20733,t,32046,River Rd & Landy Ln,19
W20735,f,,,
W20736,t,31611,13th & H St NE,29
W20737,t,31232,7th & F St NW/Portrait Gallery,23
W20738,t,32044,Rockville Metro East,13
W20739,f,,,
W20740,t,31221,18th & M St NW,13
W20741,t,31414,Georgia Ave & Piney Branch Rd NW,12
W20742,t,31512,Neal St & Trinidad Ave NE,20
W20743,t,31219,10th St & Constitution Ave NW,13
W20744,f,,,
W20746,t,31094,Lee Hwy & N Kirkwood Rd,23
W20747,t,32059,Takoma Park Rec Center,4
W20748,t,31006,S Joyce & Army Navy Dr,22
W20749,t,31229,New Hampshire Ave & T St NW,25
W20750,t,31623,Columbus Circle / Union Station,51
W20751,t,31515,Fort Totten Metro,7
W20752,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W20753,t,31631,8th & F St NE,19
W20754,t,31611,13th & H St NE,29
W20756,t,31644,12th St & Pennsylvania Ave SE,25
W20757,t,31242,18th St & Pennsylvania Ave NW,5
W20758,t,31112,Harvard St & Adams Mill Rd NW,17
W20759,t,31214,17th & Corcoran St NW,30
W20760,t,31097,Saint Asaph & Madison St,21
W20761,t,31282,16th & R St NW,20
W20762,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W20763,f,,,
W20764,t,32026,Carroll & Ethan Allen Ave,17
W20765,t,31280,11th & S St NW,35
W20766,t,31049,Utah St & 11th St N ,10
W20767,t,31232,7th & F St NW/Portrait Gallery,23
W20768,t,31101,14th & V St NW,42
W20769,t,31640,Maryland Ave & E St NE,23
W20770,t,32058,Sligo Ave & Carroll Ln,7
W20771,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W20773,t,31614,11th & H St NE,23
W20774,t,31249,Jefferson Memorial,31
W20775,t,31264,6th St & Indiana Ave NW,13
W20776,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W20777,t,31255,24th & N St NW,9
W20778,t,31639,2nd & G St NE,36
W20779,t,31073,Washington Blvd & Walter Reed Dr ,10
W20780,t,32002,Bethesda Ave & Arlington Rd,22
W20781,t,31400,Georgia & New Hampshire Ave NW,18
W20782,f,,,
W20783,t,31097,Saint Asaph & Madison St,21
W20784,t,31606,Potomac & Pennsylvania Ave SE,15
W20785,t,31611,13th & H St NE,29
W20786,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W20787,t,31616,3rd & H St NE,28
W20788,t,31630,15th & East Capitol St NE,18
W20789,t,31514,Hamlin & 7th St NE,13
W20790,t,31268,12th & U St NW,36
W20791,t,31208,M St & New Jersey Ave SE,15
W20792,f,,,
W20793,t,31101,14th & V St NW,42
W20794,f,,,
W20795,t,31403,4th & Kennedy St NW,16
W20796,t,32028,Norfolk & Rugby Ave,16
W20798,t,31639,2nd & G St NE,36
W20799,t,31090,6th & S Ball St,13
W20800,t,31115,Columbia Rd & Georgia Ave NW,22
W20801,t,32010,Philadelphia & Maple Ave,28
W20802,t,31237,25th St & Pennsylvania Ave NW,18
W20803,t,31101,14th & V St NW,42
W20804,t,31919,Carlin Springs Rd & N Thomas St,5
W20805,f,,,
W20806,t,31644,12th St & Pennsylvania Ave SE,25
W20807,f,,,
W20808,t,31638,1st & H St NW,18
W20809,t,31509,New Jersey Ave & R St NW,27
W20810,t,31073,Washington Blvd & Walter Reed Dr ,10
W20811,t,31031,15th & N Scott St,14
W20812,f,,,
W20813,t,31203,14th & Rhode Island Ave NW,20
W20814,t,31641,2nd St & Massachusetts Ave NE,33
W20815,t,31051,Arlington Blvd & N Queen St,17
W20816,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W20817,t,31641,2nd St & Massachusetts Ave NE,33
W20818,t,31229,New Hampshire Ave & T St NW,25
W20819,t,32007,E Montgomery Ave & Maryland Ave,15
W20820,t,31002,20th & Crystal Dr,15
W20821,t,31609,6th & Water St SW / SW Waterfront,26
W20822,t,31623,Columbus Circle / Union Station,51
W20823,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W20824,t,31201,15th & P St NW,16
W20825,t,31103,16th & Harvard St NW,17
W20826,f,,,
W20827,t,31103,16th & Harvard St NW,17
W20828,t,31625,3rd & G St SE,27
W20829,t,31521,18th & Monroe St NE,17
W20830,t,31630,15th & East Capitol St NE,18
W20831,t,31065,N Pershing Dr & Wayne St,7
W20832,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W20835,t,32002,Bethesda Ave & Arlington Rd,22
W20836,t,31232,7th & F St NW/Portrait Gallery,23
W20837,t,31609,6th & Water St SW / SW Waterfront,26
W20838,t,31098,King St Metro North / Cameron St,19
W20839,t,31611,13th & H St NE,29
W20840,t,31215,Georgetown Harbor / 30th St NW,19
W20841,t,31916,Potomac & Swann Ave,27
W20842,t,31090,6th & S Ball St,13
W20843,t,31405,Georgia Ave & Emerson St NW,21
W20844,t,31023,Fairfax Dr & Wilson Blvd,14
W20845,t,31520,24th & R St NE / National Arboretum,10
W20846,t,31600,5th & K St NW,28
W20847,t,31408,Takoma Metro,12
W20848,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W20849,t,31900,Lee Hwy & N Woodstock St,11
W20850,t,31318,Connecticut Ave & Yuma St NW,23
W20851,t,31517,Union Market/6th St & Neal Pl NE,16
W20852,t,31628,1st & K St SE,23
W20853,t,31038,Glebe Rd & 11th St N,12
W20854,f,,,
W20855,t,31318,Connecticut Ave & Yuma St NW,23
W20856,f,,,
W20857,t,31034,N Randolph St & Fairfax Dr,13
W20858,t,31071,Long Bridge Park/Long Bridge Dr & 6th St S,12
W20859,t,31506,1st & Rhode Island Ave NW,18
W20860,t,31408,Takoma Metro,12
W20861,t,32007,E Montgomery Ave & Maryland Ave,15
W20862,t,31002,20th & Crystal Dr,15
W20863,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W20864,f,,,
W20865,t,32028,Norfolk & Rugby Ave,16
W20866,t,31266,11th & M St NW,14
W20867,t,31806,Congress Heights Metro,13
W20869,t,31258,Lincoln Memorial,10
W20870,t,31906,Commonwealth Ave & Oak St,18
W20871,t,31003,15th & Crystal Dr,7
W20872,t,31512,Neal St & Trinidad Ave NE,20
W20873,t,31609,6th & Water St SW / SW Waterfront,26
W20874,t,31811,South Capitol & Atlantic St SW,11
W20875,t,32017,Monroe St & Monroe Pl,11
W20876,t,31910,Potomac Ave & Main Line Blvd,10
W20878,t,31270,8th & D St NW,9
W20879,t,32045,Shady Grove Metro West,16
W20880,t,31272,Washington & Independence Ave SW/HHS,14
W20882,t,31901,Washington Blvd & N Frederick St,10
W20883,t,31909,Mount Vernon Ave & Four Mile Run Park,13
W20884,t,31201,15th & P St NW,16
W20885,t,31644,12th St & Pennsylvania Ave SE,25
W20886,t,31271,Constitution Ave & 2nd St NW/DOL,10
W20887,t,32017,Monroe St & Monroe Pl,11
W20888,t,31052,Potomac Ave & 35th St S,15
W20889,t,31117,15th & Euclid St  NW,15
W20890,t,31402,14th St Heights / 14th & Crittenden St NW,6
W20891,f,,,
W20893,t,31917,N Lynn St & Fairfax Dr,17
W20894,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W20895,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W20896,f,,,
W20897,t,31000,Eads St & 15th St S,13
W20898,t,32026,Carroll & Ethan Allen Ave,17
W20899,t,31046,Henry St & Pendleton St,20
W20900,t,31513,Rhode Island Ave & V St NE,6
W20901,t,31637,North Capitol St & G Pl NE,6
W20902,t,31200,Massachusetts Ave & Dupont Circle NW,4
W20904,f,,,
W20905,t,31214,17th & Corcoran St NW,30
W20907,t,31623,Columbus Circle / Union Station,51
W20908,t,31509,New Jersey Ave & R St NW,27
W20910,t,31215,Georgetown Harbor / 30th St NW,19
W20911,f,,,
W20912,f,,,
W20913,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W20914,t,31623,Columbus Circle / Union Station,51
W20915,f,,,
W20916,t,31626,15th St & Massachusetts Ave SE,23
W20917,t,31208,M St & New Jersey Ave SE,15
W20918,f,,,
W20919,t,32002,Bethesda Ave & Arlington Rd,22
W20920,t,31272,Washington & Independence Ave SW/HHS,14
W20921,t,31016,Clarendon Blvd & Pierce St,17
W20924,t,31609,6th & Water St SW / SW Waterfront,26
W20925,t,31614,11th & H St NE,23
W20926,f,,,
W20927,t,31114,18th St & Wyoming Ave NW,17
W20928,t,31097,Saint Asaph & Madison St,21
W20929,f,,,
W20930,t,31027,Key Blvd & N Quinn St,7
W20931,t,31616,3rd & H St NE,28
W20932,f,,,
W20933,t,31411,Georgia & Missouri Ave NW,10
W20934,t,31263,10th & K St NW,14
W20935,t,32040,Friendship Blvd & Willard Ave,19
W20936,t,32216,Library St & Freedom Dr,11
W20939,t,31245,7th & R St NW / Shaw Library,26
W20940,t,31276,15th & L St NW,5
W20941,t,31123,14th & Girard St NW,5
W20942,f,,,
W20943,t,31229,New Hampshire Ave & T St NW,25
W20944,t,31623,Columbus Circle / Union Station,51
W20945,t,31214,17th & Corcoran St NW,30
W20946,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W20947,t,31812,16th & Q St SE / Anacostia HS,14
W20948,t,31202,14th & R St NW,20
W20950,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W20951,t,32010,Philadelphia & Maple Ave,28
W20952,t,31085,Mount Vernon Ave & E Nelson Ave,13
W20953,t,32058,Sligo Ave & Carroll Ln,7
W20954,t,31102,11th & Kenyon St NW,30
W20955,t,31612,D St & Maryland Ave NE,28
W20956,f,,,
W20957,t,32011,Maple & Ritchie Ave,28
W20958,t,31282,16th & R St NW,20
W20959,t,31095,Army Navy Dr & S Nash St,14
W20960,t,31314,34th & Water St NW,24
W20961,t,31806,Congress Heights Metro,13
W20962,t,31905,Kennebec St & 11th St N,16
W20963,t,32040,Friendship Blvd & Willard Ave,19
W20964,f,,,
W20966,t,31228,8th & H St NW,24
W20968,t,31096,S Walter Reed Dr & 8th St S,14
W20969,t,31640,Maryland Ave & E St NE,23
W20970,f,,,
W20971,f,,,
W20972,t,31022,Clarendon Metro / Wilson Blvd & N Highland St,11
W20973,t,31640,Maryland Ave & E St NE,23
W20974,t,31011,23rd & Crystal Dr,20
W20975,t,31901,Washington Blvd & N Frederick St,10
W20976,t,31087,Monroe Ave & Leslie Ave,11
W20977,t,31285,22nd & P ST NW,6
W20978,t,31600,5th & K St NW,28
W20979,t,31041,Prince St & Union St,23
W20980,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W20981,t,31106,Calvert & Biltmore St NW,9
W20982,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W20983,t,31806,Congress Heights Metro,13
W20984,t,31209,1st & N St  SE,35
W20985,t,31019,Wilson Blvd & N Edgewood St,13
W20986,t,31309,Fessenden St & Wisconsin Ave NW,8
W20987,t,31645,6th & K St NE,23
W20988,t,31704,Nannie Helen Burroughs & Minnesota Ave NE,6
W20989,t,31038,Glebe Rd & 11th St N,12
W20990,t,31055,28th St S & S Meade St,21
W20993,t,31232,7th & F St NW/Portrait Gallery,23
W20994,t,31108,4th & M St SW,28
W20995,t,31214,17th & Corcoran St NW,30
W20996,f,,,
W20997,t,31085,Mount Vernon Ave & E Nelson Ave,13
W20998,f,,,
W20999,t,31614,11th & H St NE,23
W21000,t,31639,2nd & G St NE,36
W21001,t,31214,17th & Corcoran St NW,30
W21002,t,31088,Mount Vernon Ave & Kennedy St,10
W21003,t,31903,Royal & Wilkes St,17
W21004,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W21005,t,31302,Wisconsin Ave & Newark St NW,13
W21006,t,31314,34th & Water St NW,24
W21007,t,31045,Commerce St & Fayette St,12
W21008,t,31313,Connecticut Ave & Tilden St NW,8
W21009,t,31016,Clarendon Blvd & Pierce St,17
W21010,t,31314,34th & Water St NW,24
W21011,f,,,
W21012,t,31116,California St & Florida Ave NW,21
W21014,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W21015,t,31913,Commonwealth & E Monroe Ave,14
W21016,t,31914,Lee Center,16
W21017,t,31606,Potomac & Pennsylvania Ave SE,15
W21018,t,31621,4th & D St NW / Judiciary Square,16
W21019,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W21020,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W21021,t,31204,20th & E St NW,14
W21022,t,31046,Henry St & Pendleton St,20
W21023,f,,,
W21025,t,31607,14th & D St SE,21
W21026,t,32009,Frederick Ave & Horners Ln,12
W21027,t,31043,Saint Asaph St & Pendleton  St,17
W21028,t,31910,Potomac Ave & Main Line Blvd,10
W21029,t,31282,16th & R St NW,20
W21030,t,31313,Connecticut Ave & Tilden St NW,8
W21031,t,31001,18th & Eads St.,7
W21032,t,31264,6th St & Indiana Ave NW,13
W21034,t,31008,12th & Army Navy Dr,13
W21035,f,,,
W21036,t,31403,4th & Kennedy St NW,16
W21037,f,,,
W21038,t,31624,North Capitol St & F St NW,24
W21039,t,31302,Wisconsin Ave & Newark St NW,13
W21040,t,31618,4th & East Capitol St NE,16
W21041,t,31269,3rd St & Pennsylvania Ave SE,16
W21042,t,31014,Lynn & 19th St North,28
W21043,t,31519,1st & O St NW,19
W21044,f,,,
W21045,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W21046,t,31618,4th & East Capitol St NE,16
W21047,t,31272,Washington & Independence Ave SW/HHS,14
W21048,t,32028,Norfolk & Rugby Ave,16
W21049,t,31243,Maryland & Independence Ave SW,15
W21052,t,31616,3rd & H St NE,28
W21053,t,31103,16th & Harvard St NW,17
W21054,t,31060,S Arlington Mill Dr & Campbell Ave,12
W21055,t,31519,1st & O St NW,19
W21056,t,31118,3rd & Elm St NW,20
W21057,t,31115,Columbia Rd & Georgia Ave NW,22
W21058,t,31623,Columbus Circle / Union Station,51
W21059,t,31512,Neal St & Trinidad Ave NE,20
W21060,t,31610,Eastern Market / 7th & North Carolina Ave SE,8
W21061,t,31632,15th & F St NE,25
W21063,t,31048,King St Metro South,6
W21064,t,31519,1st & O St NW,19
W21065,t,31114,18th St & Wyoming Ave NW,17
W21066,t,31249,Jefferson Memorial,31
W21067,t,31209,1st & N St  SE,35
W21068,t,31628,1st & K St SE,23
W21069,t,31204,20th & E St NW,14
W21070,t,31026,Washington Blvd & 10th St N,5
W21071,t,31091,S Joyce & 16th St S,16
W21072,t,31293,31st & Water St NW,15
W21074,t,31036,George Mason Dr & Wilson Blvd,15
W21075,t,31102,11th & Kenyon St NW,30
W21076,t,31607,14th & D St SE,21
W21077,t,31262,11th & F St NW,8
W21078,t,31630,15th & East Capitol St NE,18
W21079,t,31075,Rolfe St & 9th St S,13
W21080,t,31249,Jefferson Memorial,31
W21081,t,31622,13th & D St NE,35
W21083,t,31044,King St & Patrick St,9
W21085,t,31621,4th & D St NW / Judiciary Square,16
W21086,t,31918,Madison & Fairfax St,15
W21087,t,31022,Clarendon Metro / Wilson Blvd & N Highland St,11
W21088,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W21089,t,31102,11th & Kenyon St NW,30
W21090,t,31412,3rd St & Riggs Rd NE,20
W21091,t,31271,Constitution Ave & 2nd St NW/DOL,10
W21092,t,31041,Prince St & Union St,23
W21093,t,31124,14th & Irving St NW,8
W21094,t,31075,Rolfe St & 9th St S,13
W21095,t,31270,8th & D St NW,9
W21096,t,31916,Potomac & Swann Ave,27
W21097,t,31615,6th & H St NE,35
W21098,t,31801,Anacostia Metro,14
W21099,t,31519,1st & O St NW,19
W21100,f,,,
W21101,f,,,
W21102,f,,,
W21103,t,31521,18th & Monroe St NE,17
W21105,t,31202,14th & R St NW,20
W21106,t,31099,Madison & N Henry St,9
W21107,t,32026,Carroll & Ethan Allen Ave,17
W21108,t,31043,Saint Asaph St & Pendleton  St,17
W21109,f,,,
W21110,f,,,
W21111,t,31051,Arlington Blvd & N Queen St,17
W21112,t,32010,Philadelphia & Maple Ave,28
W21113,t,31230,Metro Center / 12th & G St NW,4
W21115,t,31223,Convention Center / 7th & M St NW,21
W21116,t,31286,11th & O St NW,19
W21117,t,31237,25th St & Pennsylvania Ave NW,18
W21119,t,31098,King St Metro North / Cameron St,19
W21120,t,31097,Saint Asaph & Madison St,21
W21121,t,31004,Aurora Hills Community Ctr/18th & Hayes St,19
W21122,t,31512,Neal St & Trinidad Ave NE,20
W21123,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W21124,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W21125,t,31032,Washington Blvd & 7th St N,8
W21126,t,31276,15th & L St NW,5
W21127,t,32065,Grandview & Blueridge Ave,6
W21129,t,31318,Connecticut Ave & Yuma St NW,23
W21130,t,31110,20th St & Florida Ave NW,10
W21131,f,,,
W21132,t,31614,11th & H St NE,23
W21134,f,,,
W21137,t,31612,D St & Maryland Ave NE,28
W21138,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W21139,t,31644,12th St & Pennsylvania Ave SE,25
W21140,t,32046,River Rd & Landy Ln,19
W21141,t,31256,10th & E St NW,17
W21142,t,31516,Rhode Island Ave Metro,9
W21143,t,32026,Carroll & Ethan Allen Ave,17
W21144,t,31052,Potomac Ave & 35th St S,15
W21145,t,31007,Crystal City Metro / 18th & Bell St,13
W21146,t,31109,7th & T St NW,29
W21148,f,,,
W21149,t,31121,Calvert St & Woodley Pl NW,13
W21151,t,31616,3rd & H St NE,28
W21152,f,,,
W21153,t,31045,Commerce St & Fayette St,12
W21154,t,31309,Fessenden St & Wisconsin Ave NW,8
W21155,t,31506,1st & Rhode Island Ave NW,18
W21156,t,31057,S Four Mile Run Dr & S Shirlington Rd,9
W21157,f,,,
W21158,t,31280,11th & S St NW,35
W21159,t,31243,Maryland & Independence Ave SW,15
W21160,t,31614,11th & H St NE,23
W21161,t,31915,Powhatan St & Bashford Ln,9
W21162,t,31643,1st & D St SE,17
W21163,t,31111,10th & U St NW,17
W21164,t,31119,14th & Belmont St NW,14
W21165,t,31094,Lee Hwy & N Kirkwood Rd,23
W21167,f,,,
W21168,t,32200,Spring Hill Metro,8
W21169,t,31312,Wisconsin Ave & O St NW,16
W21172,t,31228,8th & H St NW,24
W21173,t,31232,7th & F St NW/Portrait Gallery,23
W21174,t,31405,Georgia Ave & Emerson St NW,21
W21175,t,31249,Jefferson Memorial,31
W21176,t,32052,Key West Ave & Siesta Key Way,10
W21177,t,31901,Washington Blvd & N Frederick St,10
W21178,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W21179,t,31500,4th & W St NE,19
W21180,t,32027,Battery Ln & Trolley Trail,15
W21181,t,31265,5th St & Massachusetts Ave NW,24
W21182,t,31264,6th St & Indiana Ave NW,13
W21183,t,31046,Henry St & Pendleton St,20
W21185,t,32214,Reston Town Center Transit Station,17
W21186,t,31069,Pershing & N George Mason Dr,5
W21187,t,31811,South Capitol & Atlantic St SW,11
W21188,t,31631,8th & F St NE,19
W21189,t,32011,Maple & Ritchie Ave,28
W21190,t,31908,Radford & Osage St,12
W21191,t,31645,6th & K St NE,23
W21192,t,31801,Anacostia Metro,14
W21193,t,31044,King St & Patrick St,9
W21195,t,31035,N Quincy St & Glebe Rd,13
W21196,t,31264,6th St & Indiana Ave NW,13
W21197,t,31237,25th St & Pennsylvania Ave NW,18
W21198,t,31051,Arlington Blvd & N Queen St,17
W21199,t,31214,17th & Corcoran St NW,30
W21200,f,,,
W21201,f,,,
W21202,t,31643,1st & D St SE,17
W21203,t,31702,Randle Circle & Minnesota Ave SE,9
W21204,t,31232,7th & F St NW/Portrait Gallery,23
W21205,t,31518,New York Ave & Hecht Ave NE,24
W21206,t,31607,14th & D St SE,21
W21207,t,31106,Calvert & Biltmore St NW,9
W21208,t,31306,39th & Calvert St NW / Stoddert,15
W21209,t,31902,Wilson Blvd & N Illinois St ,17
W21210,t,31600,5th & K St NW,28
W21211,f,,,
W21213,t,31509,New Jersey Ave & R St NW,27
W21214,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W21215,t,31641,2nd St & Massachusetts Ave NE,33
W21216,t,31023,Fairfax Dr & Wilson Blvd,14
W21218,t,32011,Maple & Ritchie Ave,28
W21219,t,31505,Eckington Pl & Q St NE,16
W21220,t,31622,13th & D St NE,35
W21221,t,32206,Jones Branch & Westbranch Dr,5
W21222,t,31004,Aurora Hills Community Ctr/18th & Hayes St,19
W21223,t,31401,14th St & Spring Rd NW,15
W21224,t,32206,Jones Branch & Westbranch Dr,5
W21225,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W21226,t,32002,Bethesda Ave & Arlington Rd,22
W21227,t,31059,S Four Mile Run & Walter Reed Dr,8
W21228,t,31232,7th & F St NW/Portrait Gallery,23
W21229,t,31005,Pentagon City Metro / 12th & S Hayes St,17
W21230,f,,,
W21231,f,,,
W21232,t,31643,1st & D St SE,17
W21233,t,31611,13th & H St NE,29
W21234,t,31115,Columbia Rd & Georgia Ave NW,22
W21235,f,,,
W21236,t,31516,Rhode Island Ave Metro,9
W21237,t,31121,Calvert St & Woodley Pl NW,13
W21238,t,31060,S Arlington Mill Dr & Campbell Ave,12
W21240,t,31258,Lincoln Memorial,10
W21241,t,31600,5th & K St NW,28
W21242,t,31097,Saint Asaph & Madison St,21
W21243,t,31644,12th St & Pennsylvania Ave SE,25
W21244,t,31091,S Joyce & 16th St S,16
W21245,t,31615,6th & H St NE,35
W21246,t,31407,14th St & Colorado Ave NW,7
W21247,t,31284,18th & C St NW,10
W21248,t,31247,Jefferson Dr & 14th St SW,14
W21249,t,32009,Frederick Ave & Horners Ln,12
W21251,t,31909,Mount Vernon Ave & Four Mile Run Park,13
